timestamp,x,y,z,yaw
680872648,0.14373767,-0.038752243,-1.0264102,1.613384
680968514,0.14947087,-0.03830496,-1.0238492,1.6153592
681072514,0.15566197,-0.037019882,-1.0213182,1.6190032
681169434,0.16062273,-0.03574326,-1.0188264,1.6223577
681273427,0.16485274,-0.035682973,-1.0170912,1.623449
681377319,0.16841443,-0.036784045,-1.0154718,1.6248233
681481323,0.17090951,-0.038794346,-1.0144296,1.6236466
681577336,0.17252475,-0.04073141,-1.0132066,1.6210699
681681349,0.17369443,-0.04168638,-1.0112596,1.6183794
681785318,0.17372589,-0.041604962,-1.0097196,1.6133159
681881331,0.1721622,-0.040878028,-1.0086915,1.6055453
681985312,0.16973363,-0.039819617,-1.0082141,1.5991048
682086913,0.16744381,-0.039118554,-1.0078636,1.5967207
682190920,0.16556689,-0.03822089,-1.0058025,1.5976269
682286915,0.16424881,-0.03811573,-1.0039282,1.5993302
682390917,0.1632245,-0.0395824,-1.0024971,1.6042639
682494911,0.16286004,-0.04260926,-1.0011753,1.6106498
682590912,0.16342342,-0.047133997,-1.0002166,1.6166506
682694927,0.1650284,-0.053150363,-0.99956226,1.6232314
682799838,0.16801904,-0.05826412,-0.99796814,1.6322718
682895841,0.17134273,-0.06117627,-0.9961918,1.6385328
682999715,0.17581,-0.061370354,-0.9935771,1.647267
683103714,0.18069936,-0.060703255,-0.9920197,1.6576971
683199836,0.18522386,-0.059264395,-0.9907967,1.6649104
683303734,0.1900465,-0.05612123,-0.9887881,1.6735691
683407713,0.19376393,-0.05388362,-0.98876035,1.6776453
683511733,0.19628343,-0.05452206,-0.9910098,1.6749717
683607716,0.19779755,-0.05915019,-0.99477684,1.6728437
683708625,0.19783574,-0.06664754,-0.9982321,1.6676623
683812682,0.1961115,-0.0755642,-1.0019095,1.6594402
683916514,0.19270878,-0.083441176,-1.0049727,1.6506834
684012527,0.18801863,-0.0896044,-1.0081966,1.6425382
684116514,0.18200822,-0.09448848,-1.0106242,1.6315018
684220512,0.1764605,-0.096190915,-1.0114788,1.6282458
684316541,0.17157552,-0.094439074,-1.0101101,1.6229599
684420512,0.16788982,-0.089923486,-1.0079937,1.6212308
684524517,0.16610025,-0.084406674,-1.0054127,1.6226664
684625426,0.16606976,-0.07799948,-1.0015523,1.6307232
684729444,0.16745238,-0.07247436,-0.99739087,1.6386834
684825429,0.17001203,-0.068492875,-0.99403286,1.6432571
684929364,0.17388032,-0.06310786,-0.98853546,1.6496127
685033319,0.17870893,-0.056552388,-0.98222834,1.6576897
685129316,0.18318506,-0.052050605,-0.9781299,1.6612356
685233316,0.1880226,-0.04987429,-0.97512543,1.6616893
685337317,0.19263496,-0.04785533,-0.97057736,1.6600878
685433356,0.1969635,-0.044434432,-0.9650449,1.6633945
685538257,0.20136495,-0.042711444,-0.96133274,1.6666484
685642930,0.20546907,-0.044870026,-0.9595287,1.6695905
685738917,0.20930439,-0.048176922,-0.95819294,1.6721492
685842933,0.21277419,-0.055717677,-0.9599934,1.6730036
685946911,0.21544294,-0.06597204,-0.9631751,1.6725203
686042928,0.21659252,-0.07520509,-0.96581906,1.665589
686146931,0.21644978,-0.081172794,-0.9690502,1.6575866
686251824,0.21439423,-0.08185454,-0.9727387,1.6497394
686347824,0.21113889,-0.07829289,-0.9753572,1.6443366
686451839,0.20641775,-0.07003665,-0.9766972,1.6410152
686555711,0.20050426,-0.05880776,-0.9768479,1.6371125
686651729,0.19432202,-0.04638758,-0.97560817,1.634278
686755714,0.18740043,-0.034901407,-0.97494185,1.6329703
686859713,0.18076117,-0.0260904,-0.97352904,1.6347313
686955726,0.17539838,-0.020756058,-0.9712293,1.6380545
687059719,0.17093214,-0.019071853,-0.96900034,1.6418505
687163716,0.16750704,-0.021325707,-0.96724445,1.6411031
687261325,0.16556464,-0.025491657,-0.96601623,1.6422238
687365352,0.16451769,-0.033278592,-0.96617,1.6413504
687469309,0.16398533,-0.04079852,-0.9665842,1.6360279
687565319,0.16420382,-0.048590153,-0.96874887,1.6273979
687669319,0.16523433,-0.054861978,-0.97126186,1.6181254
687773331,0.16693005,-0.056343365,-0.9731191,1.6122911
687869348,0.16915122,-0.059602633,-0.97820777,1.6046314
687974920,0.17220765,-0.063293405,-0.9828967,1.5939732
688078913,0.17575778,-0.06433941,-0.984325,1.591969
688182915,0.17916682,-0.065216914,-0.9856523,1.5933137
688278916,0.18216866,-0.062847406,-0.98420274,1.5947815
688382918,0.18511932,-0.06227554,-0.98340815,1.5978309
688486914,0.18741219,-0.05994529,-0.98002255,1.6041435
688583829,0.18916063,-0.057794712,-0.97683704,1.612212
688687831,0.1900066,-0.050063632,-0.9706348,1.6149307
688791851,0.18937807,-0.044519175,-0.96696544,1.6179543
688887719,0.1884171,-0.04190582,-0.9640712,1.6192847
688991728,0.18671028,-0.03939924,-0.95876455,1.6206553
689095716,0.18471837,-0.036803894,-0.95195675,1.627612
689191728,0.18295522,-0.03264478,-0.94468206,1.6358835
689295728,0.18056764,-0.0270783,-0.9358887,1.6473092
689399715,0.17653878,-0.021137442,-0.9269984,1.6443964
689503718,0.17113727,-0.01806845,-0.9193622,1.6487043
689604618,0.16489412,-0.018223206,-0.9123373,1.6441284
689700621,0.1588494,-0.027571367,-0.90991914,1.6443695
689804519,0.15165378,-0.040076204,-0.90585864,1.6418847
689908517,0.1443787,-0.053811193,-0.9025452,1.6441089
690004516,0.13800763,-0.07305335,-0.90336627,1.6366493
690108513,0.13192506,-0.08974945,-0.90209574,1.6244322
690212517,0.12661271,-0.101870626,-0.89970577,1.6236709
690308515,0.123134874,-0.11451191,-0.9004064,1.6183012
690412526,0.12150361,-0.122205816,-0.89917654,1.6112092
690517439,0.121507354,-0.11906306,-0.8946035,1.6001858
690613458,0.123188786,-0.10877606,-0.88932693,1.6054873
690717313,0.12662134,-0.1044877,-0.8891366,1.608576
690821330,0.1328369,-0.10285263,-0.88795793,1.6145734
690917349,0.13958043,-0.10197807,-0.8859192,1.6148375
691021323,0.14861591,-0.10128035,-0.883677,1.6270832
691125319,0.15770636,-0.11341967,-0.887007,1.6352637
691221321,0.1675144,-0.12588096,-0.8878592,1.6435499
691325333,0.17801625,-0.14187567,-0.8879404,1.6586428
691430913,0.18884188,-0.15116043,-0.88466126,1.6633271
691526936,0.19806778,-0.15366554,-0.8811716,1.6735396
691630918,0.2062662,-0.1530733,-0.87991947,1.691027
691734910,0.21285556,-0.1583879,-0.88106525,1.6961318
691830908,0.21749595,-0.16427879,-0.8808025,1.6986738
691934916,0.22166328,-0.17316915,-0.87953717,1.6989124
692038943,0.22460496,-0.18469751,-0.87725234,1.6916903
692136517,0.22553866,-0.18347323,-0.87133455,1.7012926
692240519,0.22586419,-0.1760449,-0.86427736,1.6943998
692344520,0.22443919,-0.15193602,-0.85368675,1.7103031
692440526,0.22231793,-0.14072867,-0.8492665,1.6932752
692544510,0.21963459,-0.119504385,-0.8394787,1.6950169
692648518,0.21755645,-0.10098489,-0.8320043,1.7034868
692744513,0.21654381,-0.11415938,-0.83482206,1.6725813
692849436,0.21848534,-0.12730108,-0.8344136,1.6730264
692953425,0.22306642,-0.13451275,-0.8325994,1.6874243
693049469,0.22900169,-0.16094846,-0.8400599,1.6879377
693153311,0.23442703,-0.20770271,-0.8537704,1.6896486
693257318,0.2383619,-0.26340443,-0.8686916,1.6747026
693353317,0.24148083,-0.30993903,-0.87972885,1.6730053
693457319,0.24400173,-0.34584033,-0.88791054,1.6718814
693561325,0.24580711,-0.36474764,-0.8934542,1.6668717
693657314,0.24660721,-0.36608315,-0.8956048,1.6771476
693762229,0.24641362,-0.3520486,-0.89528537,1.6812426
693866916,0.24562997,-0.32384846,-0.89219105,1.7051572
693962918,0.2441993,-0.294346,-0.8892195,1.7090012
694066913,0.24229446,-0.25044286,-0.88038355,1.7201452
694170914,0.24038672,-0.21707627,-0.8748337,1.7259637
694266909,0.23776829,-0.18685843,-0.86785966,1.6970366
694370917,0.23161346,-0.1606654,-0.8631515,1.6692396
694471833,0.22267243,-0.14420526,-0.86024016,1.6129361
694575829,0.2158244,-0.12015958,-0.85359013,1.5910455
694679836,0.21099256,-0.09701006,-0.8486487,1.5518799
694775714,0.20814082,-0.07677458,-0.84587276,1.5117025
694879720,0.20782262,-0.0638348,-0.8469273,1.4975905
694983720,0.21083306,-0.062738344,-0.8514796,1.5241383
695079713,0.2153963,-0.06980529,-0.85673916,1.5449398
695183710,0.22212315,-0.0933788,-0.86578256,1.5764602
695287711,0.2296405,-0.13115053,-0.8769282,1.605593
695383716,0.2353435,-0.16712934,-0.886875,1.6120689
695484623,0.23949292,-0.20176402,-0.8974787,1.6145186
695588631,0.24235421,-0.24129087,-0.91172135,1.5969121
695692533,0.24811605,-0.27176684,-0.9215366,1.6140157
695796516,0.25399333,-0.2821954,-0.925775,1.6295414
695892536,0.25978774,-0.29303125,-0.9333413,1.6212534
695996519,0.2679844,-0.27941132,-0.93300277,1.6300942
696100510,0.2768485,-0.24040666,-0.9271923,1.6751205
696196526,0.28624696,-0.20479624,-0.92550164,1.683615
696300511,0.29847074,-0.16707253,-0.9237451,1.7096429
696405433,0.31358087,-0.13462234,-0.92189914,1.7493182
696501437,0.3271039,-0.11955058,-0.923772,1.7820755
696605348,0.34009013,-0.1188637,-0.92870134,1.7728393
696709315,0.34920648,-0.11771672,-0.93062264,1.7897447
696805314,0.35241076,-0.12168421,-0.93324465,1.7821971
696909308,0.35168865,-0.13830037,-0.9400135,1.7301426
697013311,0.34930068,-0.16081822,-0.9474469,1.7114867
697109346,0.34611124,-0.16769816,-0.94966596,1.7017492
697213311,0.3408674,-0.15297441,-0.9470092,1.7078809
697318914,0.3357948,-0.12804918,-0.94396526,1.7179143
697414911,0.32851154,-0.11034461,-0.94446224,1.694147
697518917,0.3198493,-0.0795748,-0.940553,1.6858158
697622919,0.31214315,-0.06152747,-0.9404526,1.684989
697718920,0.3061301,-0.04776624,-0.93931955,1.6949803
697822916,0.2960205,-0.038627688,-0.93883204,1.6962389
697926909,0.2825512,-0.032849878,-0.9381832,1.6824002
698023835,0.26830432,-0.02828618,-0.9376938,1.6566038
698127836,0.25538406,-0.017611096,-0.934862,1.6703956
698231824,0.24171913,-0.01877893,-0.9362887,1.6702614
698327720,0.22687466,-0.020709138,-0.937517,1.6276759
698431727,0.21053715,-0.02884638,-0.94102734,1.605546
698535744,0.19591424,-0.050622795,-0.94729793,1.6024767
698631720,0.18346825,-0.058933157,-0.9480521,1.5956221
698735741,0.17088766,-0.073239096,-0.9512075,1.5900571
698839719,0.16176333,-0.072760314,-0.9494377,1.5874993
698940625,0.15678829,-0.07565539,-0.95104307,1.609016
699044628,0.15595126,-0.079725556,-0.95424515,1.6298892
699140638,0.1589896,-0.08601979,-0.9583067,1.6615438
699244519,0.16565064,-0.120611094,-0.9698895,1.6648993
699348516,0.17277561,-0.17033565,-0.9830919,1.6681405
699444534,0.17571756,-0.22701307,-0.9978955,1.6443034
699548516,0.17897893,-0.28491142,-1.0115091,1.6365198
699652533,0.17984588,-0.32493111,-1.0195208,1.6443558
699748518,0.17844896,-0.35227033,-1.0271171,1.6457418
699852515,0.1748013,-0.3702848,-1.0344288,1.6468283
